model,manufacturer,prodYear,price,engineVolume,mileage
CT 200h,LEXUS,2015,470,1.8,115347 km
525,BMW,2000,10036,2.5,320000 km
Elantra,HYUNDAI,2014,1725,1.8,107155 km
Elantra,HYUNDAI,2014,549,1.8,140082 km
Camry,TOYOTA,2012,314,2.5,249422 km
Vectra,OPEL,1997,5645,2,200000 km
Corolla,TOYOTA,2014,10976,1.5,100000 km
ML 350,MERCEDES-BENZ,2008,4547,3,213998 km
Aqua,TOYOTA,2013,21285,1.5,52500 km
E 350,MERCEDES-BENZ,2014,29793,3.5,219030 km
GX 460,LEXUS,2015,706,4.6,102907 km
Fusion,FORD,2014,862,2,186048 km
E 350,MERCEDES-BENZ,2014,314,3.5,149486 km
A4 premium,AUDI,2010,19130,2,168000 km
Galaxy,FORD,2001,1900,2.2,11111 km
Tucson,HYUNDAI,2017,35570,1.7,97880 km
Prius C,TOYOTA,2012,8781,1.5,175000 km
Kizashi,SUZUKI,2010,12544,2.4,263157 km
Tucson,HYUNDAI,2014,24148,2.4,128000 km
Prius,TOYOTA,2013,706,1.8,105328 km
Prius,TOYOTA,2014,22580,1.8,160000 km
Camry,TOYOTA,2013,4861,2.5,136861 km
Prius,TOYOTA,2008,12858,1.5,210452 km
FIT,HONDA,2011,8154,1.3,185000 km
Golf 4,VOLKSWAGEN,1998,1800,1.8,30000 km
Fusion,FORD,2014,4861,2,137328 km
X5,BMW,2011,36065,3.0 Turbo,129600 km
Escape,FORD,2008,282,0.4,220474 km
CHR,TOYOTA,2019,17876,2,19968 km
328,BMW,2014,18189,2,250491 km
Fusion,FORD,2013,24775,1.6 Turbo,46000 km
Sonata,HYUNDAI,2011,15257,2,163374 km
Element,HONDA,2009,16900,2.4,120000 km
C1,CITROEN,2011,14740,1,233700 km
X-Trail,NISSAN,2004,10976,2,121856 km
Orlando,CHEVROLET,2012,22825,2,137433 km
RIO,KIA,2013,12544,1.6,137000 km
CT 200h,LEXUS,2015,16935,1.8,94949 km
Mustang,FORD,2013,20385,3.7,111111 km
Discovery,LAND ROVER,1995,10976,2.5 Turbo,200000 km
Civic,HONDA,2018,38213,2,0 km
Actyon,SSANGYONG,2016,44134,1.6,48910 km
C 240,MERCEDES-BENZ,2001,8467,2.6,0 km
Camry,TOYOTA,2013,392,2.5,493571 km
Vento,VOLKSWAGEN,1994,4391,1.9 Turbo,85000 km
C 200 2.0,MERCEDES-BENZ,2001,7213,2,183000 km
Civic,HONDA,2017,9565,1.5,58282 km
Jetta,VOLKSWAGEN,1999,348,2,284000 km
Jetta,VOLKSWAGEN,2010,12544,2.5,110000 km
X5,BMW,2007,24148,4.8,210000 km
Astra,OPEL,2004,6272,1.6,171000 km
Sonata,HYUNDAI,2013,100,2.4,77000 km
530,BMW,2005,18817,3.0 Turbo,170000 km
M6,BMW,2014,119172,4.4 Turbo,33500 km
FIT,HONDA,2011,10663,1.3,127000 km
Santa FE,HYUNDAI,2015,44247,2,153958 km
325,BMW,2004,9408,2.5,346080 km
Jetta,VOLKSWAGEN,2016,19444,1.4 Turbo,36000 km
Prius,TOYOTA,2008,11917,1.8,200000 km
ML 550 4.7,MERCEDES-BENZ,2012,75266,4.7 Turbo,167000 km
Civic,HONDA,2015,54157,2.4,78006 km
Tucson,HYUNDAI,2016,49889,1.7,71867 km
Prius,TOYOTA,2007,9408,1.5,113000 km
Corolla IM,TOYOTA,2016,23834,1.8,102500 km
Camry,TOYOTA,2013,22894,2.5,101000 km
CLK 240,MERCEDES-BENZ,2004,10976,2.4,89000 km
Lacetti,DAEWOO,2009,5604,1.9,44521 km
Fiesta,FORD,2013,17876,1.6,160000 km
Elantra,HYUNDAI,2012,18189,1.8,136000 km
Transit,FORD,2007,70,2.4 Turbo,350000 km
FIT,HONDA,2014,10976,1.5,121000 km
Cooper,MINI,2013,27911,1.6 Turbo,56000 km
Combo,OPEL,2003,6429,1.7,171339 km
Sonata,HYUNDAI,2012,470,2.4,123862 km
RAV 4,TOYOTA,2016,40769,2.5,99200 km
520,BMW,2003,7840,2.5,260000 km
Challenger,DODGE,2012,25089,3.6,112000 km
E 200,MERCEDES-BENZ,1993,10976,2,0 km
C 220,MERCEDES-BENZ,1995,7213,2.2,444000 km
328,BMW,2010,22894,3,157000 km
C 180,MERCEDES-BENZ,2000,7840,2,136000 km
GX 460,LEXUS,2015,784,4.6,129931 km
Sonata,HYUNDAI,2015,12231,2,348486 km
RX 300,LEXUS,2002,11917,3.0 Turbo,201000 km
RAV 4,TOYOTA,2017,51746,2.5,34454 km
Sonata,HYUNDAI,2011,17035,2,200867 km
A4,AUDI,2002,3100,3,11111 km
Prius,TOYOTA,2014,188,1.8,140414 km
Elantra,HYUNDAI,2015,27654,1.6,87534 km
Optima,KIA,2013,17719,2.0 Turbo,91000 km
ML 350,MERCEDES-BENZ,2012,94,3.5,224118 km
H1,HYUNDAI,2010,14081,2.5,124850 km
A4,AUDI,2014,706,2,162032 km
Prius,TOYOTA,2010,282,1.8,265315 km
Sonata,HYUNDAI,2015,2666,2.4,234618 km
Orlando,CHEVROLET,2016,23994,1.6,125774 km
320,BMW,2003,13172,2.2,190000 km
Prius,TOYOTA,2011,14740,1.8,161000 km
RAV 4,TOYOTA,2017,59586,2.5,32000 km
Prius,TOYOTA,2016,18817,1.8,80000 km
Elantra,HYUNDAI,2010,11563,1.6,130814 km
Santa FE,HYUNDAI,2016,45376,2,109446 km
RAV 4,TOYOTA,2002,15681,2,140000 km
Tucson,HYUNDAI,2017,33707,1.7,143544 km
Transit,FORD,1999,12544,2.4,0 km
Sonata,HYUNDAI,2014,11604,2,418369 km
525,BMW,2000,6800,2.5,157000 km
Elantra,HYUNDAI,2013,17876,1.6,84800 km
Prius,TOYOTA,2014,188,1.8,187334 km
E 350,MERCEDES-BENZ,2006,18189,3.5,220000 km
RX 400 HYBRID,LEXUS,2008,28225,3.3,119000 km
Corolla verso,TOYOTA,2007,2509,2.2 Turbo,112000 km
H1,HYUNDAI,2016,44247,2.5,51831 km
Camry,TOYOTA,2019,71503,2.5 Turbo,3000 km
Pajero IO,MITSUBISHI,1998,7213,1.8,200000 km
GX 460,LEXUS,2012,4077,4.6,150909 km
E 200,MERCEDES-BENZ,1999,6586,2,318406 km
528 i,BMW,2008,15681,3,190000 km
Tacoma,TOYOTA,2017,3763,3.5,174827 km
X5,BMW,2011,157,4.4,139363 km
Sonata,HYUNDAI,2016,13172,2,547288 km
A4,AUDI,2014,6586,2,123640 km
Q5,AUDI,2017,47042,2,75186 km
Lacetti,DAEWOO,2009,5865,2,39031 km
Actyon,SSANGYONG,2011,20883,2,102000 km
Odyssey,HONDA,2008,10976,2.4,20000 km
L 200,MITSUBISHI,2010,23521,2.4,175000 km
REXTON,SSANGYONG,2014,25402,2,67861 km
FIT,HONDA,2011,9095,1.3,14590 km
Elantra,HYUNDAI,2013,2666,1.8,89962 km
Camry,TOYOTA,2019,87497,2.5,25000 km
Camry,TOYOTA,2013,5018,2.5,190549 km
Tucson,HYUNDAI,2008,12231,2,270000 km
Insight EX,HONDA,2011,11604,1.3,150000 km
Elantra,HYUNDAI,2012,20005,1.6,36239 km
Camry,TOYOTA,2013,5018,2.5,190549 km
Fiesta 1.6,FORD,2014,13799,1.6,134400 km
Actyon,SSANGYONG,2010,13068,2,127500 km
Focus,FORD,2012,14113,2,2012 km
Elantra,HYUNDAI,2013,314,1.8,157859 km
Santa FE,HYUNDAI,2015,1019,2.4,245653 km
C-MAX,FORD,2016,16465,2,0 km
Teana,NISSAN,2004,7300,2.3,160000 km
Lacetti,DAEWOO,2009,6899,1.6,50549 km
Matiz,CHEVROLET,2007,3293,0.8,134863 km
Sonata,HYUNDAI,2011,17249,2,72000 km
Lacetti,DAEWOO,2010,10192,1.8,46527 km
Highlander,TOYOTA,2014,39201,3.5,166560 km
Civic,HONDA,2013,36235,1.8,87000 km
Korando,SSANGYONG,2012,22843,2,125926 km
Malibu,CHEVROLET,2012,21699,2,65006 km
Tucson,HYUNDAI,2011,25299,2,134312 km
Mazda 3,MAZDA,2006,2300,1.6,11111 km
Camry,TOYOTA,2013,392,2.5,232032 km
Corsa,OPEL,1996,2500,1.4,280000 km
328,BMW,2014,40142,2.0 Turbo,74000 km
FIT,HONDA,2013,19124,1.5,94500 km
Scenic,RENAULT,2007,11604,1.5 Turbo,240000 km
525,BMW,1998,7213,2.5,100000 km
Captiva,CHEVROLET,2010,11917,2,61232 km
320,BMW,2005,17249,2.0 Turbo,284000 km
C-MAX,FORD,2013,23521,2,200925 km
NX 200,LEXUS,2015,784,2,109336 km
Spark,CHEVROLET,2016,11604,1,31970 km
Elantra,HYUNDAI,2013,18503,1.8,117000 km
Aqua,TOYOTA,2012,14113,1.5,111111 km
March,NISSAN,2004,5959,1.4,177000 km
Wrangler,JEEP,2017,92502,3.6,13897 km
GLA 250,MERCEDES-BENZ,2015,1019,2,37786 km
REXTON,SSANGYONG,2013,32035,2,152847 km
Santa FE,HYUNDAI,2011,14376,2.2,78305 km
Tucson,HYUNDAI,2012,220,2.4,221126 km
HS 250h Hybrid,LEXUS,2010,25089,2.4,64000 km
FIT,HONDA,2003,6899,1.3,155000 km
Elantra,HYUNDAI,2019,5488,2,29496 km
Prius,TOYOTA,2012,18817,1.8,1000 km
Sonata,HYUNDAI,2011,3450,2.4,224349 km
FIT,HONDA,2005,25,1.3,157000 km
Jetta,VOLKSWAGEN,2003,7997,2,137000 km
RAV 4,TOYOTA,2017,38888,2.5,50000 km
Journey,DODGE,2010,1882,3.5,243477 km
GX 470,LEXUS,2008,35438,4.7,146000 km
Tucson,HYUNDAI,2015,1019,2,0 km
Sonata SPORT,HYUNDAI,2015,23207,2.4,67840 km
Elantra SE,HYUNDAI,2016,17092,2,71886 km
FIT,HONDA,2012,7150,1.3,129000 km
RX 450,LEXUS,2011,188,3.5,101816 km
Airtrek,MITSUBISHI,2002,8154,0.2 Turbo,18800 km
Rogue Sport,NISSAN,2017,34497,2,24000 km
March,NISSAN,2010,9408,1.2,97524 km
Auris,TOYOTA,2016,24148,1.8,10200 km
ML 350,MERCEDES-BENZ,2012,59272,3.0 Turbo,131000 km
E 270,MERCEDES-BENZ,2000,11604,2.2,497000 km
C-MAX,FORD,2014,20385,2,62000 km
Elantra,HYUNDAI,2011,14426,1.8,195200 km
Captiva,CHEVROLET,2007,6144,2,68075 km
FJ Cruiser,TOYOTA,2008,45473,4,185600 km
E 350,MERCEDES-BENZ,2011,15994,3.5,170429 km
Optima,KIA,2014,11133,2.4,88000 km
RAV 4,TOYOTA,2006,18189,2.2 Turbo,198000 km
Focus,FORD,2018,1333,2,107664 km
ES 350,LEXUS,2013,1960,2.5,87952 km
Volt,CHEVROLET,2017,26030,1.5,52062 km
M3,BMW,2010,48000,4,160000 km
GX 460,LEXUS,2013,81539,4.6,76800 km
Ist,TOYOTA,2002,8781,1.5,117000 km
E 350,MERCEDES-BENZ,2012,627,3.5,318285 km
Volt,CHEVROLET,2013,5802,1.4,0 km
Cruze,CHEVROLET,2012,8624,2,62649 km
Elantra,HYUNDAI,2016,21953,1.8,77600 km
Focus,FORD,2015,15681,2,90000 km
Sonata,HYUNDAI,2014,8154,2,502500 km
Camry SE,TOYOTA,2019,53000,2.5,500 km
Tucson,HYUNDAI,2010,21181,2,168126 km
GX 460,LEXUS,2010,15681,4.6,275240 km
Impala,CHEVROLET,2010,862,3.5,217656 km
Volt,CHEVROLET,2014,27284,1.4,65000 km
Actyon,SSANGYONG,2016,39458,1.6,70259 km
SOUL,KIA,2013,18189,1.6,131200 km
H1,HYUNDAI,2014,31581,2.5,96893 km
S 350 W2222,MERCEDES-BENZ,2014,117290,3.0 Turbo,222222 km
E 320,MERCEDES-BENZ,1997,7840,3.2,111111 km
Prius,TOYOTA,2013,20385,1.8,134720 km
Elantra,HYUNDAI,2007,12287,1.6,39079 km
REXTON,SSANGYONG,2010,20266,2.7,217000 km
Corolla,TOYOTA,2019,2822,1.8,39254 km
Sonata,HYUNDAI,2016,16283,2,55225 km
GX 460,LEXUS,2013,71503,4.6,111000 km
Sonata,HYUNDAI,2014,8467,2,490516 km
Tucson,HYUNDAI,2010,27654,2,84154 km
Elantra,HYUNDAI,2013,2509,1.8,279182 km
500C Lounge,FIAT,2013,13172,1.4,70000 km
Genesis,HYUNDAI,2010,16123,2,123187 km
X-Terra,NISSAN,2004,3,3.3,323200 km
Montero,MITSUBISHI,2000,9408,3,214000 km
I30,HYUNDAI,2012,11917,1.6,78807 km
A7,AUDI,2014,9565,3,191373 km
Pajero,MITSUBISHI,1998,9408,3.5,212000 km
C-MAX,FORD,2014,17876,2,163000 km
E 350,MERCEDES-BENZ,2009,1411,3.5,266061 km
Cruze ltz,CHEVROLET,2013,13485,1.4 Turbo,123000 km
ML 350,MERCEDES-BENZ,2014,3763,3.5,94362 km
Elantra,HYUNDAI,2015,19864,1.6,52313 km
X5 x5,BMW,2005,15053,3,250000 km
Jetta,VOLKSWAGEN,2009,15000,2.0 Turbo,300000 km
Ipsum,TOYOTA,2002,7527,2.4,180000 km
Tiida,NISSAN,2005,7683,1.5,21000 km
Countryman,MINI,2011,19444,1.6,218000 km
Corolla 04,TOYOTA,2013,15681,1.8,132800 km
H1,HYUNDAI,2009,13642,2.5,75631 km
Camry,TOYOTA,2012,706,3.5,132165 km
Elantra,HYUNDAI,2015,17249,1.8,84291 km
A 190,MERCEDES-BENZ,2002,25,1.9,145000 km
Focus,FORD,2012,11604,2,68000 km
H1,HYUNDAI,2009,10663,2.5,85241 km
SLK 230,MERCEDES-BENZ,1998,13172,2.3,130000 km
Malibu,CHEVROLET,2013,20278,2,156666 km
Rogue SL,NISSAN,2010,15367,2.5,150000 km
Elantra,HYUNDAI,2016,25083,1.6,133200 km
March,NISSAN,2004,5500,1.2,200000 km
E 350,MERCEDES-BENZ,2008,2430,3,175614 km
Vito,MERCEDES-BENZ,2011,38574,2.2 Turbo,145000 km
Tucson,HYUNDAI,2013,15524,2,52303 km
H1,HYUNDAI,2014,34607,2.5,27000 km
Elantra,HYUNDAI,2011,18817,1.6,60000 km
Prius,TOYOTA,2010,14113,1.8,169000 km
Aqua,TOYOTA,2014,10506,1.5,87000 km
Juke,NISSAN,2012,470,1.6,136712 km
328,BMW,2012,18189,2,142152 km
A6,AUDI,2017,13172,2,0 km
Forester,SUBARU,2014,314,2,110098 km
Q3,AUDI,2016,16308,2,1717 km
Santa FE,HYUNDAI,2016,44558,2,120337 km
Accent,HYUNDAI,2016,21326,1.6,80000 km
Elantra,HYUNDAI,2016,30596,1.6,71672 km
Frontier,NISSAN,2017,7213,4,81757 km
Elantra,HYUNDAI,2013,28241,1.6,50015 km
RX 450,LEXUS,2013,1019,3.5,138038 km
Grandeur,HYUNDAI,2014,14426,3,91456 km
Stella,SUBARU,2012,6899,0.7,14000 km
Cr-v,HONDA,2010,8311,2.4,106312 km
E 350,MERCEDES-BENZ,2012,627,3.5,318285 km
X5,BMW,2001,13485,3.0 Turbo,240000 km
Tucson,HYUNDAI,2016,38445,2,94558 km
Tiida,NISSAN,2005,9722,1.5,97000 km
Cooper,MINI,2010,157,1.6,195602 km
Aqua,TOYOTA,2012,9722,1.5,107000 km
RAV 4,TOYOTA,2016,43905,2.5,67000 km
Elantra,HYUNDAI,2014,27356,1.6,90000 km
Cruze,CHEVROLET,2011,15173,1.8,108901 km
Camry,TOYOTA,2014,25089,2.5,203200 km
Juke,NISSAN,2013,14426,1.6,110531 km
Focus,FORD,2012,15681,2,192000 km
320,BMW,2003,11917,2,136950 km
Aqua,TOYOTA,2013,25669,1.5,105000 km
E 350,MERCEDES-BENZ,2014,314,3.5,149486 km
Volt,CHEVROLET,2014,862,1.4,133195 km
Hr-v,HONDA,2017,9565,1.8,94339 km
Fusion,FORD,2014,314,2,124493 km
Cruze,CHEVROLET,2013,14740,1.4,78000 km
Prius 2014,TOYOTA,2014,7997,1.8,0 km
Dart Limited,DODGE,2013,16308,1.4 Turbo,180000 km
Santa FE,HYUNDAI,2015,37580,2,95200 km
S 350,MERCEDES-BENZ,2007,31361,3.5,165000 km
Prius,TOYOTA,2010,6429,1.8,396350 km
Sonata,HYUNDAI,2015,42369,2,60304 km
Sonata,HYUNDAI,2016,15681,2,195432 km
Jetta,VOLKSWAGEN,2013,16308,2,94400 km
CX-9,MAZDA,2016,3293,2.5,154862 km
X-Trail,NISSAN,2018,30000,2.5,18794 km
Golf,VOLKSWAGEN,2000,5331,1.6,197457 km
200,CHRYSLER,2015,3293,3.6,132502 km
Santa FE,HYUNDAI,2013,31913,2,80758 km
Accord,HONDA,2019,2587,1.5,16666 km
Prius,TOYOTA,2011,19757,1.8,268800 km
Passat,VOLKSWAGEN,2012,15681,2.5,154000 km
GX 460,LEXUS,2012,12858,4.6,255406 km
Highlander,TOYOTA,2010,4861,3.3,264877 km
March,NISSAN,2002,5900,1.2,0 km
Aqua,TOYOTA,2018,57030,1.5,5000 km
Aqua,TOYOTA,2012,14009,1.5,120570 km
Cruze,CHEVROLET,2014,14113,2.0 Turbo,164800 km
Tucson,HYUNDAI,2016,35269,1.7,140000 km
XF,JAGUAR,2013,50297,2.2,74438 km
H1,HYUNDAI,2012,19369,2.5,205425 km
CHR,TOYOTA,2018,2195,2,22816 km
Cruze,CHEVROLET,2014,12544,1.4,88886 km
C 180,MERCEDES-BENZ,1994,4800,1.8,0 km
Cruze,CHEVROLET,2013,14740,1.4 Turbo,80000 km
Sonata,HYUNDAI,2017,48575,2,64652 km
Sonata,HYUNDAI,2015,9418,2,676825 km
Tucson,HYUNDAI,2011,15367,2,73326 km
Prius,TOYOTA,2011,7056,1.8,255000 km
Prius,TOYOTA,2008,17249,1.5,243200 km
A4,AUDI,2004,9300,1.8 Turbo,259200 km
IS 200,LEXUS,2017,68994,2.0 Turbo,35200 km
ML 350,MERCEDES-BENZ,2006,21953,3.5,240000 km
Sonata,HYUNDAI,2016,52696,2,48042 km
Corolla,TOYOTA,2011,2901,1.8,239907 km
Fusion,FORD,2013,3763,2,320554 km
325,BMW,2005,12544,2.5,162000 km
330,BMW,2011,18817,3,70000 km
E 350,MERCEDES-BENZ,2011,47042,3.0 Turbo,80000 km
Prius,TOYOTA,2010,15367,1.8,147000 km
Fusion TITANIUM,FORD,2013,20665,2.0 Turbo,135000 km
Cruze,CHEVROLET,2018,16935,1.4 Turbo,15333 km
Lacetti,DAEWOO,2009,4180,1.6,159634 km
Transit,FORD,1999,14426,2.5,123000 km
Freelander,LAND ROVER,2004,4704,2.5,458495 km
Prius,TOYOTA,2010,10349,1.5,265000 km
Elantra,HYUNDAI,2016,19757,1.8,113600 km
Prius,TOYOTA,2007,12858,1.5,176000 km
Tiida,NISSAN,2012,11290,1.8,60000 km
Santa FE,HYUNDAI,2016,44711,2,146492 km
E 250,MERCEDES-BENZ,2014,50178,2.1,94000 km
GX 470,LEXUS,2009,30734,4.7,264339 km
GX 470,LEXUS,2008,862,4.7,280354 km
Ist,TOYOTA,2003,10349,1.3,157000 km
Fusion,FORD,2015,2666,2,100747 km
Spark,CHEVROLET,2017,13172,1,33118 km
RX 450,LEXUS,2010,13328,3.5,186005 km
Cr-v,HONDA,2015,5331,2.4,80288 km
Genesis,HYUNDAI,2010,19610,2,104022 km
Compass,JEEP,2011,35234,2.4,40056 km
Sonata,HYUNDAI,2015,15053,2.4,0 km
L 200,MITSUBISHI,2007,32929,2.5,135000 km
CT 200h,LEXUS,2012,21326,1.8,98000 km
Sonata,HYUNDAI,2013,80,2.4,83000 km
Fusion,FORD,2016,14740,2.5,41000 km
H1,HYUNDAI,2016,41387,2.5,110189 km
Camry,TOYOTA,2019,251,2.5,39552 km
Transit Connect,FORD,2004,7840,1.8,235000 km
XV,SUBARU,2015,19444,2,250005 km
E 350,MERCEDES-BENZ,2010,470,3.5,229904 km
Forester,SUBARU,2011,14113,2.5,118500 km
X5,BMW,2011,10036,3,207694 km
Transit,FORD,2010,15210,2.2 Turbo,285000 km
Prius,TOYOTA,2011,16621,1.8,284800 km
Prius,TOYOTA,2008,10663,1.5,212465 km
Aqua g soft leather sele,TOYOTA,2013,13172,1.5,130000 km
Cr-v,HONDA,2000,7840,2,213000 km
Meriva,OPEL,2006,9408,1.3,180000 km
RAV 4,TOYOTA,2016,54882,2.5,188800 km
Elgrand,NISSAN,1999,12544,3.5,150000 km
Rogue,NISSAN,2016,862,2.5,152282 km
Tiida,NISSAN,2007,8467,1.5,105000 km
Tucson,HYUNDAI,2018,58507,1.7,29709 km
Aqua,TOYOTA,2015,53317,1.5,28000 km
E 350,MERCEDES-BENZ,2012,1646,3.5,240987 km
Prius,TOYOTA,2013,3293,1.5,153235 km
Sonata,HYUNDAI,2015,42987,2,52878 km
Camry,TOYOTA,2014,706,2.5,115312 km
Prius V,TOYOTA,2012,17876,1.8,14136 km
Malibu,CHEVROLET,2016,24462,1.5 Turbo,73450 km
Camry,TOYOTA,2019,251,2.5,39552 km
FIT,HONDA,2006,9722,1.5,185000 km
Elantra,HYUNDAI,2012,20266,1.6,160156 km
Sorento,KIA,2003,7840,2.4 Turbo,167000 km
Sonata,HYUNDAI,2016,10036,2,520461 km
Pajero IO,MITSUBISHI,2000,8781,2,158000 km
CX-7,MAZDA,2011,470,2.3,184576 km
Transit Connect,FORD,2003,8467,1.8,230000 km
114,BMW,2018,10192,2,38282 km
Optima,KIA,2013,13000,2,0 km
Camry,TOYOTA,2013,7213,2.5,131400 km
Tucson,HYUNDAI,2016,33243,1.7,110000 km
Forester,SUBARU,2002,8781,2.0 Turbo,100000 km
RX 400,LEXUS,2008,31831,3.3,175000 km
REXTON,SSANGYONG,2016,40340,2.2,146978 km
Civic,HONDA,2018,56509,2,17741 km
GX 470,LEXUS,2008,282,4.7,218126 km
Malibu,CHEVROLET,2012,17923,2,124590 km
C-MAX,FORD,2012,8938,2,144000 km
535,BMW,2010,29793,3.0 Turbo,179554 km
Camry,TOYOTA,2019,3450,2.5,9626 km
Passo,TOYOTA,2008,6586,1,112000 km
Sprinter,MERCEDES-BENZ,2000,10349,3.2,100000 km
320,BMW,2001,10663,2.0 Turbo,142000 km
Aqua,TOYOTA,2014,15210,1.5,139000 km
ES 300,LEXUS,2014,46101,2.5,77000 km
Transit,FORD,2000,14113,2.5 Turbo,190000 km
Focus,FORD,2014,9722,2,105000 km
Sportage,KIA,2012,14426,2.0 Turbo,65000 km
Sonata,HYUNDAI,2015,9252,2,595426 km
320 DIESEL,BMW,2002,10036,2.0 Turbo,280000 km
Vitz,TOYOTA,2005,10976,1.5,121000 km
Cr-v,HONDA,2005,17249,2.4,118000 km
RX 450,LEXUS,2016,34811,3.5,0 km
E 300,MERCEDES-BENZ,2017,470,2,35874 km
318 სასწრაფოდ,BMW,2002,8467,1.8,95000 km
Rodeo,ISUZU,2000,7840,3.2,331000 km
Santa FE,HYUNDAI,2012,25810,2,196764 km
Pajero IO,MITSUBISHI,2001,60,2,131000 km
Corolla,TOYOTA,2014,5175,1.8,196010 km
Camry,TOYOTA,2012,3136,2.5,159379 km
Insight,HONDA,2009,15053,1.3,173102 km
Sportage,KIA,2020,12074,2.4,2741 km
A5,AUDI,2009,24462,3.2,100000 km
Jetta,VOLKSWAGEN,1999,4500,2,252026 km
Santa FE,HYUNDAI,2016,40471,2,142000 km
Sonata,HYUNDAI,2015,9418,2,42875 km
X6,BMW,2011,36065,3.5 Turbo,208000 km
X5,BMW,2011,31361,3,192382 km
Juke,NISSAN,2012,470,1.6,136712 km
Sonata,HYUNDAI,2015,9252,2,377240 km
Versa,NISSAN,2014,3136,1.6,72208 km
Sonata,HYUNDAI,2014,10036,2,430076 km
FIT Sport,HONDA,2009,14269,1.5,198000 km
A4,AUDI,2014,5018,2,81818 km
Camry SE,TOYOTA,2014,19601,2.5,91468 km
Fusion,FORD,2017,4704,1.5,74603 km
Cr-v,HONDA,2011,17876,2.4,120000 km
Cruze,CHEVROLET,2014,16766,1.8,78296 km
FIT,HONDA,2006,30,1.3,0 km
Camry,TOYOTA,2013,30734,2.5,65000 km
Lacetti,DAEWOO,2009,7056,1.6,52020 km
E 350,MERCEDES-BENZ,2009,5018,3.5,109139 km
Santa FE,HYUNDAI,2016,54458,2,105645 km
Prius V,TOYOTA,2013,23521,1.8,212000 km
Camry,TOYOTA,2020,39829,2.5,4130 km
Carnival,KIA,2011,12513,2.2,100842 km
Step Wagon Pada,HONDA,2004,9408,2,330000 km
Tundra,TOYOTA,2016,11290,5.7,54875 km
Cruze,CHEVROLET,2014,17249,1.4 Turbo,170000 km
Aqua,TOYOTA,2013,15053,1.5,186000 km
Vectra,OPEL,1997,2700,1.6,777777777 km
CT 200h,LEXUS,2011,5959,1.8,122302 km
Camry,TOYOTA,2014,5488,2.5,109798 km
Elantra,HYUNDAI,2010,11274,1.6,198425 km
Jetta,VOLKSWAGEN,2015,21000,1.8,67000 km
Elantra,HYUNDAI,2016,28532,1.6,94401 km
Dart GT 2.4,DODGE,2015,18189,2.4,48000 km
Prius,TOYOTA,2008,10976,1.5,241885 km
Vectra B,OPEL,1996,4704,1.8,260000 km
ML 350,MERCEDES-BENZ,2012,94,3.5,224118 km
Aqua,TOYOTA,2012,12607,1.5,157160 km
Cr-v,HONDA,2002,9095,2,187000 km
Challenger,DODGE,2013,3058,3.6,232853 km
Stream,HONDA,2004,6899,1.7,0 km
Transit,FORD,2014,36065,2.2 Turbo,142256 km
Cruze,CHEVROLET,2015,392,1.8,187862 km
Sonata,HYUNDAI,2014,10036,2,325829 km
Camry,TOYOTA,2017,549,2.5,60666 km
Elantra,HYUNDAI,2007,10986,1.6,129080 km
Astra,OPEL,1998,6272,2.0 Turbo,300000 km
Jetta,VOLKSWAGEN,2012,941,2,203440 km
GX 460,LEXUS,2010,39829,4.6,155821 km
Camry,TOYOTA,2013,392,2.5,232032 km
Equinox,CHEVROLET,2014,3920,2.4,179995 km
Prius,TOYOTA,2018,9879,1.8,0 km
TLX,ACURA,2015,3450,2.4,83099 km
Ist,TOYOTA,2011,15681,1.8,99000 km
H1,HYUNDAI,2014,29087,2.5,152000 km
Escape,FORD,2011,3607,2.5,168966 km
X5,BMW,2014,10349,3,0 km
Actyon,SSANGYONG,2011,22357,2,127654 km
GX 460,LEXUS,2016,31988,4.6,155976 km
E 350,MERCEDES-BENZ,2014,188,3.5,153115 km
March,NISSAN,2013,15470,1.2,46000 km
GX 460,LEXUS,2015,97219,4.6,44808 km
Elantra,HYUNDAI,2012,19974,1.6,144757 km
Elantra,HYUNDAI,2012,15681,1.8,111104 km
E 230,MERCEDES-BENZ,1997,3000,2.2,111111 km
Cruze,CHEVROLET,2012,14113,1.4 Turbo,156800 km
Elantra,HYUNDAI,2015,18776,1.6,51895 km
Fusion,FORD,2014,4861,2,124493 km
GX 470,LEXUS,2013,6272,4.6,202651 km
Land Cruiser Prado,TOYOTA,2018,131716,3.0 Turbo,59826 km
Elantra,HYUNDAI,2011,19121,1.6,132742 km
Actyon,SSANGYONG,2016,43576,1.6,33261 km
A3 PREMIUM,AUDI,2015,33243,1.8 Turbo,38000 km
Prius,TOYOTA,2016,12544,1.5,296104 km
GL 320,MERCEDES-BENZ,2008,300,3.0 Turbo,200000 km
Tourneo Connect,FORD,2005,7213,1.8 Turbo,0 km
Insight,HONDA,2011,13799,1.3,144000 km
Korando,SSANGYONG,2012,19874,2,179828 km
Prius,TOYOTA,2015,21953,1.8,57000 km
Camry,TOYOTA,2017,188,2.5,3854 km
Prius,TOYOTA,2012,18503,1.8,176000 km
Outlander,MITSUBISHI,2003,6586,2.4,156564 km
Highlander,TOYOTA,2008,627,3.3,277405 km
Sonata,HYUNDAI,2011,1333,2.4,142741 km
Sonata,HYUNDAI,2015,12544,2,609333 km
kona,HYUNDAI,2018,45473,2,1300 km
IS 250,LEXUS,2012,13000,2.5,43000 km
